"","word","value"
"6871","orphanage",-1
"6872","orphans",-1
"6873","ostensibly",-0.25
"6874","ostracize",-1
"6875","ostracized",-1
"6876","ouch",-1
"6877","oust",-0.8
"6878","outbreak",-0.8
"6879","outburst",-0.4
"6880","outbursts",-0.4
"6881","outcast",-0.75
"6882","outcome",-0.25
"6883","outcry",-0.75
"6884","outdated",-1
"6885","outdid",-0.4
"6886","outdo",0.5
"6887","outdone",-0.4
"6888","outlandish",-0.5
"6889","outlaw",-0.5
"6890","outlive",-0.25
"6891","outmaneuvered",-0.4
"6892","outmoded",-0.8
"6893","outpace",-0.25
"6894","outperform",-0.4
"6895","outperformed",-0.4
"6896","outperforming",-0.25
"6897","outperforms",-0.4
"6898","outplayed",-0.25
"6899","outrage",-1
"6900","outraged",-0.75
"6901","outrageous",-0.8
"6902","outrageously",-0.8
"6903","outrageousness",-0.8
"6904","outrages",-1
"6905","outreach",-0.25
"6906","outshine",0.4
"6907","outsider",-0.6
"6908","outsmart",0.4
"6909","outstanding",0.75
"6910","outstandingly",1
"6911","outstrip",-0.4
"6912","ovation",0.6
"6913","overact",-0.25
"6914","overacted",-0.25
"6915","overawe",-0.25
"6916","overbalance",-0.25
"6917","overbalanced",-0.25
"6918","overbearing",-0.5
"6919","overbearingly",-0.25
"6920","overblown",-0.25
"6921","overburden",-1
"6922","overcast",-0.6
"6923","overcome",0.1
"6924","overcoming",0.6
"6925","overdo",-0.5
"6926","overdone",-0.5
"6927","overdose",-0.5
"6928","overdue",-0.5
"6929","overemphasize",-0.25
"6930","overestimated",-0.25
"6931","overflow",-0.25
"6932","overgrown",-1
"6933","overheating",-1
"6934","overinflated",-1
"6935","overjoyed",0.75
"6936","overkill",-0.25
"6937","overload",-0.5
"6938","overloaded",-0.25
"6939","overlook",-0.25
"6940","overlooked",-0.25
"6941","overpaid",-0.25
"6942","overplay",-0.25
"6943","overpower",-0.5
"6944","overpowered",-0.8
"6945","overpowering",-0.8
"6946","overpriced",-0.5
"6947","overrated",-0.25
"6948","overreach",-0.25
"6949","overreact",-1
"6950","overreacted",-1
"6951","overreaction",-1
"6952","overreacts",-1
"6953","overrides",-0.4
"6954","overrun",-0.5
"6955","oversell",-0.4
"6956","overselling",-0.6
"6957","oversells",-0.6
"6958","overshadow",-0.25
"6959","oversight",-0.5
"6960","oversights",-0.25
"6961","oversimplification",-0.5
"6962","oversimplified",-0.5
"6963","oversimplifies",-1
"6964","oversimplify",-0.5
"6965","oversize",-0.25
"6966","overstate",-0.25
"6967","overstated",-0.25
"6968","overstatement",-0.5
"6969","overstatements",-0.5
"6970","overstates",-0.25
"6971","overtake",0.25
"6972","overtaken",-0.8
"6973","overtakes",-0.8
"6974","overtaking",-0.8
"6975","overtaxed",-0.25
"6976","overthink",-1
"6977","overthrow",-0.5
"6978","overthrows",-0.25
"6979","overtook",-0.8
"6980","overturn",-0.5
"6981","overturned",-0.25
"6982","overweight",-0.5
"6983","overwhelm",-0.75
"6984","overwhelmed",-0.5
"6985","overwhelming",-0.6
"6986","overwhelmingly",-0.25
"6987","overwhelms",-0.25
"6988","overworked",-1
"6989","overzealous",-0.25
"6990","overzealously",-0.25
"6991","owing",-0.25
"6992","ownership",0.6
"6993","paean",0.25
"6994","pagans",-0.4
"6995","pain",-0.75
"6996","pained",-1
"6997","painful",-0.5
"6998","painfull",-1
"6999","painfully",-0.5
"7000","painkillers",-0.4
"7001","painless",1
"7002","painlessly",1
"7003","pains",-0.75
"7004","palatable",0.8
"7005","palatial",0.8
"7006","pale",-0.6
"7007","paler",-0.6
"7008","pales",-0.6
"7009","pallbearers",-0.6
"7010","palliative",-0.1
"7011","palpate",-0.25
"7012","palsy",-0.8
"7013","paltry",-0.8
"7014","pamper",0.8
"7015","pampered",0.6
"7016","pampers",0.6
"7017","panacea",0.8
"7018","pandemic",-1
"7019","pandemonium",-0.8
"7020","pander",-0.8
"7021","pandering",-0.8
"7022","panders",-0.8
"7023","pang",-0.5
"7024","panic",-0.8
"7025","panicked",-0.75
"7026","panicking",-0.5
"7027","panicky",-1
"7028","panics",-1
"7029","panoramic",0.4
"7030","paperwork",-0.25
"7031","paradise",0.5
"7032","paradox",-0.4
"7033","paradoxical",-0.25
"7034","paradoxically",-0.25
"7035","paragon",0.4
"7036","paralize",-0.8
"7037","paralysis",-0.5
"7038","paralyzed",-0.75
"7039","paramount",0.25
"7040","paranoia",-0.75
"7041","paranoid",-0.5
"7042","parasite",-0.5
"7043","pardoned",0.8
"7044","pardoning",0.8
"7045","pardons",0.8
"7046","pariah",-0.5
"7047","parley",-0.1
"7048","parody",-0.25
"7049","parsimonious",-0.6
"7050","partiality",-0.25
"7051","participation",0.6
"7052","partisan",-0.5
"7053","partner",0.8
"7054","partnerless",-0.8
"7055","partnership",0.8
"7056","partying",0.8
"7057","passe",-0.5
"7058","passion",0.5
"7059","passionate",0.75
"7060","passionately",1
"7061","passions",1
"7062","passive",-0.75
"7063","passively",-0.6
"7064","passiveness",-0.6
"7065","passivity",-0.25
"7066","pasting",-0.25
"7067","pastry",0.1
"7068","pasture",0.1
"7069","patent",0.25
"7070","pathetic",-0.75
"7071","pathetically",-0.5
"7072","patience",0.5
"7073","patient",0.5
"7074","patiently",1
"7075","patriarchal",-0.25
"7076","patriot",0.6
"7077","patriotic",0.6
"7078","patriotism",0.25
"7079","patron",0.1
"7080","patronage",0.5
"7081","patronize",-0.4
"7082","patronizing",-0.5
"7083","patter",-0.25
"7084","paucity",-0.5
"7085","pauper",-0.5
"7086","paupers",-0.8
"7087","pawn",-0.4
"7088","pay",-0.1
"7089","payback",-0.5
"7090","payment",-0.1
"7091","peace",0.75
"7092","peaceable",0.5
"7093","peaceful",0.75
"7094","peacefully",0.5
"7095","peacekeepers",0.8
"7096","peach",0.4
"7097","peaks",0.1
"7098","peals",-0.25
"7099","pecking",-0.25
"7100","peculiar",-0.25
"7101","peculiarities",-0.4
"7102","peculiarity",-0.4
"7103","peculiarly",-0.25
"7104","pedantic",-0.4
"7105","pedigree",0.6
"7106","pedophilia",-1
"7107","peeing",-0.6
"7108","peel",-0.25
"7109","peeling",-0.4
"7110","peerless",0.5
"7111","peeve",-1
"7112","peeved",-0.5
"7113","peevish",-1
"7114","peevishly",-1
"7115","pelleting",-0.6
"7116","pelt",-0.6
"7117","penal",-0.6
"7118","penalize",-1
"7119","penalty",-0.75
"7120","penchant",0.5
"7121","penetration",-0.4
"7122","penitentiary",-0.8
"7123","penniless",-1
"7124","pensive",-0.25
"7125","pentagram",-0.25
"7126","peppy",1
"7127","perceptible",0.4
"7128","perception",-0.25
"7129","perdition",-1
"7130","perennial",0.4
"7131","perfect",0.75
"7132","perfected",1
"7133","perfection",0.5
"7134","perfectly",0.5
"7135","perfects",0.8
"7136","perfidious",-1
"7137","perfidy",-1
"7138","performance",0.4
"7139","performer",0.4
"7140","perfunctorily",-0.25
"7141","perfunctory",-0.4
"7142","peril",-1
"7143","perilous",-0.5
"7144","perilously",-0.5
"7145","perish",-0.5
"7146","perishable",-0.6
"7147","perished",-1
"7148","perishing",-1
"7149","perjury",-0.5
"7150","perk",1
"7151","perked",0.6
"7152","permanent",-0.25
"7153","permanently",-0.25
"7154","permissible",0.8
"7155","permission",0.8
"7156","permitting",0.8
"7157","pernicious",-0.5
"7158","perpetrator",-0.5
"7159","perpetrators",-0.8
"7160","perpetual",-0.4
"7161","perpetuation",-0.4
"7162","perpetuity",-0.4
"7163","perplex",-0.8
"7164","perplexed",-1
"7165","perplexing",-0.8
"7166","perplexity",-0.5
"7167","persecute",-0.75
"7168","persecuted",-1
"7169","persecutes",-1
"7170","persecuting",-1
"7171","persecution",-0.5
"7172","perseverance",1
"7173","persevere",1
"7174","persistence",0.4
"7175","persistent",0.4
"7176","personable",1
"7177","personalized",0.8
"7178","pertinacious",-0.25
"7179","pertinaciously",-0.25
"7180","pertinacity",-0.25
"7181","pertinent",0.4
"7182","perturb",-1
"7183","perturbation",-1
"7184","perturbed",-0.75
"7185","pervasive",-0.4
"7186","perverse",-0.5
"7187","perversely",-1
"7188","perversion",-0.75
"7189","perversity",-1
"7190","pervert",-0.5
"7191","perverted",-0.75
"7192","perverts",-1
"7193","pesky",-1
"7194","pessimism",-0.75
"7195","pessimist",-1
"7196","pessimistic",-0.5
"7197","pessimistically",-1
"7198","pest",-0.5
"7199","pesticides",-0.8
"7200","pestilence",-1
"7201","pestilent",-1
"7202","petite",0.6
"7203","petrified",-0.5
"7204","petrify",-0.6
"7205","petted",0.4
"7206","pettifog",-0.25
"7207","petty",-0.5
"7208","petulant",-1
"7209","phantom",-0.5
"7210","pharmaceutical",-0.4
"7211","phenomenal",1
"7212","phenomenally",1
"7213","philandering",-0.4
"7214","philanthropist",1
"7215","philanthropy",1
"7216","philosopher",0.4
"7217","philosophies",0.4
"7218","phlegm",-0.8
"7219","phobia",-0.5
"7220","phobic",-0.5
"7221","phony",-0.75
"7222","physician",-0.25
"7223","physique",0.4
"7224","picketed",-0.25
"7225","picketing",-0.5
"7226","pickets",-0.25
"7227","picky",-0.6
"7228","picnic",0.6
"7229","picturesque",0.75
"7230","piercing",-0.25
"7231","piety",0.5
"7232","pig",-0.5
"7233","pill",-0.25
"7234","pillage",-0.5
"7235","pillow",0.4
"7236","pimp",-0.6
"7237","pimple",-0.25
"7238","pining",-0.25
"7239","pinnacle",0.75
"7240","pinprick",-0.8
"7241","pioneer",0.25
"7242","pique",-0.75
"7243","piracy",-1
"7244","pirate",-0.1
"7245","piss",-0.6
"7246","pissed",-1
"7247","pisses",-0.8
"7248","pissing",-0.6
"7249","pissy",-1
"7250","pistol",-0.4
"7251","pitbulls",-0.25
"7252","piteous",-0.8
"7253","pitfall",-0.8
"7254","pitiable",-0.8
"7255","pitied",-0.5
"7256","pitiful",-1
"7257","pitifully",-1
"7258","pitiless",-0.5
"7259","pitilessly",-1
"7260","pittance",-0.6
"7261","pity",-0.5
"7262","plagiarism",-1
"7263","plagiarize",-1
"7264","plague",-0.5
"7265","plagues",-1
"7266","plaintiff",-0.25
"7267","plaintively",-0.8
"7268","planning",0.25
"7269","plausible",0.8
"7270","player",-0.1
"7271","playful",1
"7272","playfully",0.5
"7273","playground",0.5
"7274","plaything",-0.25
"7275","plea",-0.5
"7276","plead",-0.4
"7277","pleaded",-0.4
"7278","pleading",-0.4
"7279","pleas",-0.4
"7280","pleasant",1
"7281","pleasantly",0.8
"7282","please",1
"7283","pleased",0.75
"7284","pleases",1
"7285","pleasing",1
"7286","pleasingly",1
"7287","pleasurable",0.5
"7288","pleasurably",1
"7289","pleasure",0.5
"7290","pleasures",1
"7291","plebeian",-0.6
"7292","pledge",0.25
"7293","plenary",-0.25
"7294","plentiful",0.5
"7295","plight",-0.75
"7296","plodding",-0.25
"7297","ploy",-0.5
"7298","plum",0.4
"7299","plummet",-0.8
"7300","plummeted",-0.8
"7301","plunder",-0.5
"7302","plunderer",-1
"7303","plunge",-0.4
"7304","pluses",0.25
"7305","plush",0.5
"7306","plusses",0.25
"7307","ply",-0.25
"7308","pneumonia",-1
"7309","poaching",-1
"7310","poetic",0.6
"7311","poignant",0.6
"7312","pointedly",-0.25
"7313","pointless",-0.75
"7314","pointlessly",-1
"7315","pointlessness",-1
"7316","poise",0.8
"7317","poised",-0.1
"7318","poison",-0.75
"7319","poisoned",-0.75
"7320","poisoning",-0.5
"7321","poisonous",-0.5
"7322","poisonously",-1
"7323","poisons",-1
"7324","polarisation",-0.4
"7325","polemic",-0.25
"7326","police",-0.25
"7327","polio",-1
"7328","polished",0.5
"7329","polite",0.5
"7330","politely",1
"7331","politeness",0.5
"7332","politic",0.4
"7333","pollinating",0.6
"7334","pollute",-0.75
"7335","polluted",-1
"7336","polluter",-0.5
"7337","polluters",-0.5
"7338","pollutes",-1
"7339","pollution",0.5
"7340","polygamy",-0.25
"7341","pompous",-0.5
"7342","ponder",0.4
"7343","pondered",0.4
"7344","ponderous",0.4
"7345","pooling",-0.25
"7346","poor",-0.5
"7347","poorer",-0.5
"7348","poorest",-0.5
"7349","poorly",-0.75
"7350","popular",0.5
"7351","popularity",0.6
"7352","popularized",0.6
"7353","pored",0.25
"7354","porn",-0.6
"7355","porno",-0.6
"7356","pornographic",-0.8
"7357","pornography",-0.5
"7358","portable",0.25
"7359","posed",-0.25
"7360","posh",0.6
"7361","positive",0.75
"7362","positively",0.75
"7363","positives",0.8
"7364","possessed",-0.6
"7365","possessive",-1
"7366","possessiveness",-1
"7367","posthumous",-0.25
"7368","postpone",-0.5
"7369","postponed",-0.4
"7370","postponement",-0.25
"7371","postpones",-0.4
"7372","postponing",-0.4
"7373","posturing",-0.4
"7374","potable",1
"7375","potency",0.25
"7376","pothole",-0.8
"7377","potholed",-0.8
"7378","pounding",-0.4
"7379","pout",-0.25
"7380","pouted",-1
"7381","poverty",-0.75
"7382","powerful",0.75
"7383","powerfully",0.25
"7384","powerless",-1
"7385","practical",1
"7386","practice",0.4
"7387","practiced",1
"7388","pragmatic",0.8
"7389","praise",0.75
"7390","praised",0.25
"7391","praises",1
"7392","praiseworthy",0.5
"7393","praising",0.5
"7394","prank",-0.25
"7395","prankster",-0.25
"7396","prate",-0.25
"7397","pratfall",-0.25
"7398","prattle",-0.25
"7399","pray",0.1
"7400","praying",0.1
"7401","prays",0.1
"7402","precarious",-0.75
"7403","precariously",-0.5
"7404","precaution",-0.4
"7405","precious",0.5
"7406","precipitate",-0.25
"7407","precipitated",-0.25
"7408","precipitation",-0.25
"7409","precipitous",-0.5
"7410","precise",0.5
"7411","precisely",0.8
"7412","precision",0.8
"7413","preconceived",-0.6
"7414","predatory",-0.5
"7415","predicament",-0.5
"7416","predictability",0.25
"7417","predictably",-0.25
"7418","predictions",-0.25
"7419","predilection",0.25
"7420","predominant",0.1
"7421","preeminent",0.5
"7422","preempted",-0.25
"7423","preemptive",-0.25
"7424","prefer",0.1
"7425","preferable",1
"7426","preferably",0.8
"7427","preferred",0.8
"7428","preferring",0.25
"7429","prefers",0.1
"7430","prejudge",-0.8
"7431","prejudice",-0.5
"7432","prejudiced",-1
"7433","prejudices",-1
"7434","prejudicial",-0.5
"7435","premeditated",-0.75
"7436","premeditation",-0.4
"7437","premier",0.5
"7438","premiere",0.6
"7439","premise",0.25
"7440","premises",0.25
"7441","preoccupies",-0.25
"7442","preoccupy",-0.25
"7443","preordained",0.25
"7444","prepare",0.1
"7445","prepared",0.5
"7446","preposterous",-0.6
"7447","preposterously",-0.6
"7448","prescient",0.8
"7449","presence",0.4
"7450","present",0.25
"7451","presentable",1
"7452","preservative",0.6
"7453","preserve",0.6
"7454","pressure",-0.5
"7455","pressured",-0.5
"7456","pressures",-0.25
"7457","pressuring",-0.25
"7458","prestige",0.5
"7459","prestigious",1
"7460","presumptuous",-0.5
"7461","presumptuously",-0.8
"7462","pretend",-0.75
"7463","pretended",-0.25
"7464","pretender",-0.6
"7465","pretending",-0.25
"7466","pretends",-0.1
"7467","pretense",-0.5
"7468","pretensions",-0.8
"7469","pretentious",-1
"7470","pretentiously",-1
"7471","prettily",1
"7472","pretty",0.75
"7473","prevail",0.5
"7474","prevaricate",-0.25
"7475","prevent",-0.25
"7476","prevented",0.25
"7477","preventing",0.25
"7478","prevention",0.25
"7479","preventive",-0.25
"7480","prevents",0.25
"7481","prey",-0.5
"7482","preyed",-0.8
"7483","priceless",0.5
"7484","pricey",-0.25
"7485","pricier",-0.25
"7486","prick",-0.75
"7487","prickly",-0.5
"7488","pride",0.25
"7489","priest",0.25
"7490","priestesses",0.25
"7491","priesthood",0.25
"7492","priestly",0.6
"7493","primacy",0.6
"7494","primary",0.6
"7495","prime",0.1
"7496","primer",0.4
"7497","primitive",-0.6
"7498","prince",0.6
"7499","princess",0.6
"7500","principal",0.4
"7501","principled",0.8
"7502","priority",0.6
"7503","prison",-0.75
"7504","prisoner",-0.75
"7505","prisoners",-0.8
"7506","pristine",1
"7507","privilege",0.5
"7508","privileged",0.75
"7509","privileges",0.4
"7510","privy",-0.25
"7511","prize",0.8
"7512","proactive",0.5
"7513","probity",0.6
"7514","problem",-0.75
"7515","problematic",-1
"7516","problems",-0.5
"7517","procedure",0.4
"7518","procession",0.6
"7519","proclamation",0.1
"7520","procrastinate",-0.5
"7521","procrastinates",-1
"7522","procrastination",-0.5
"7523","procure",-0.25
"7524","prodded",-0.8
"7525","prodigious",0.5
"7526","prodigiously",0.8
"7527","prodigy",0.5
"7528","producer",0.4
"7529","producing",0.6
"7530","production",0.1
"7531","productive",0.5
"7532","productively",1
"7533","productivity",1
"7534","profane",-0.5
"7535","profanity",-0.5
"7536","profession",0.25
"7537","professional",0.8
"7538","professor",0.4
"7539","proficiency",1
"7540","proficient",0.5
"7541","proficiently",1
"7542","profound",1
"7543","profoundly",0.8
"7544","profuse",0.25
"7545","profusion",-0.1
"7546","progress",0.75
"7547","progression",0.1
"7548","progressive",0.25
"7549","prohibit",-0.8
"7550","prohibited",-0.8
"7551","prohibition",-1
"7552","prohibitive",-0.5
"7553","prohibitively",-1
"7554","prolific",0.5
"7555","prolong",-0.25
"7556","prom",0.6
"7557","prominence",0.25
"7558","prominent",0.5
"7559","prominently",0.25
"7560","promiscuous",-0.6
"7561","promise",0.75
"7562","promised",0.5
"7563","promises",0.5
"7564","promising",0.75
"7565","promote",0.8
"7566","promoted",0.8
"7567","promoter",0.6
"7568","promotes",0.6
"7569","promoting",0.6
"7570","promotion",0.5
"7571","prompt",0.6
"7572","promptly",1
"7573","pronounces",0.4
"7574","propaganda",-0.75
"7575","propagandize",-1
"7576","proper",0.5
"7577","properly",1
"7578","prophesied",0.6
"7579","prophet",0.6
"7580","prophylactic",0.5
"7581","propitious",0.8
"7582","propitiously",0.8
"7583","proportional",0.4
"7584","proportioned",0.4
"7585","proprietary",0.1
"7586","pros",1
"7587","prosecute",-0.75
"7588","prosecuted",-0.8
"7589","prosecutes",-0.8
"7590","prosecution",-0.5
"7591","prosecutor",-0.6
"7592","prospect",0.6
"7593","prospects",0.6
"7594","prosper",0.5
"7595","prosperity",0.5
"7596","prosperous",0.75
"7597","prostitute",-0.8
"7598","prostitution",-0.5
"7599","protect",0.75
"7600","protected",0.8
"7601","protecting",0.8
"7602","protection",0.8
"7603","protective",0.5
"7604","protectiveness",0.8
"7605","protector",0.8
"7606","protects",0.8
"7607","protest",-0.5
"7608","protested",-0.6
"7609","protesters",-0.6
"7610","protesting",-0.5
"7611","protests",-0.5
"7612","protracted",-0.6
"7613","proud",0.75
"7614","proudly",0.8
"7615","prove",0.6
"7616","proven",0.5
"7617","proverbial",0.4
"7618","proves",0.5
"7619","provide",0.8
"7620","providence",0.6
"7621","providing",0.8
"7622","proving",0.5
"7623","provocation",-0.5
"7624","provoke",-0.5
"7625","provoked",-0.6
"7626","provokes",-0.6
"7627","provoking",-0.5
"7628","prowess",0.6
"7629","prudence",0.5
"7630","prudent",0.5
"7631","prudently",0.4
"7632","pry",-0.5
"7633","prying",-0.8
"7634","psycho",-1
"7635","psychosis",-0.5
"7636","publicity",0.4
"7637","pugnacious",-0.25
"7638","pugnaciously",-0.25
"7639","pugnacity",-0.25
"7640","puke",-1
"7641","puked",-1
"7642","pulpit",-0.1
"7643","pulverize",-0.8
"7644","punch",-0.5
"7645","punctual",0.5
"7646","punctuality",1
"7647","punish",-0.75
"7648","punishable",-1
"7649","punished",-0.5
"7650","punishes",-1
"7651","punishing",-0.5
"7652","punishment",-0.5
"7653","punishments",-1
"7654","punitive",-0.75
"7655","puny",-0.6
"7656","puppy",0.6
"7657","pups",0.6
"7658","purchase",0.25
"7659","pure",1
"7660","purely",0.1
"7661","purgatory",-0.6
"7662","purge",-0.5
"7663","purification",1
"7664","purify",0.5
"7665","purist",0.4
"7666","purity",0.8
"7667","purportedly",-0.25
"7668","purposeful",1
"7669","pursued",-0.25
"7670","pursuit",-0.4
"7671","pus",-0.25
"7672","pushy",-1
"7673","pussy",-0.4
"7674","putrid",-1
"7675","puzzled",-0.75
"7676","puzzling",-0.25
"7677","quagmire",-0.4
"7678","quaint",0.5
"7679","qualified",0.5
"7680","qualify",0.8
"7681","qualifying",0.8
"7682","qualm",-1
"7683","qualms",-1
"7684","quandary",-0.5
"7685","quarrel",-0.5
"7686","quarrels",-1
"7687","quarrelsome",-1
"7688","quash",-0.75
"7689","queasy",-1
"7690","queer",-0.25
"7691","quell",0.25
"7692","querulous",-1
"7693","querulously",-1
"7694","quest",0.4
"7695","questionable",-0.75
"7696","questionnaire",-0.25
"7697","quibble",-0.8
"7698","quibbles",-0.8
"7699","quicker",0.4
"7700","quickness",0.4
"7701","quiet",0.25
"7702","quieter",0.4
"7703","quirks",-0.1
"7704","quirky",-0.1
"7705","quit",-0.6
"7706","quitter",-1
"7707","quiver",-0.6
"7708","quivering",-0.6
"7709","quiz",-0.25
"7710","rabble",-0.8
"7711","rabid",-0.5
"7712","rabies",-1
"7713","racism",-1
"7714","racist",-1
"7715","racists",-1
"7716","racy",-0.25
"7717","radiance",0.75
"7718","radiant",0.75
"7719","radiation",-0.4
"7720","radical",-0.6
"7721","radicalization",-0.6
"7722","radically",-0.4
"7723","radicals",-0.6
"7724","radioactive",-0.8
"7725","radon",-0.25
"7726","rage",-1
"7727","raged",-1
"7728","ragged",-1
"7729","raging",-0.5
"7730","rags",-0.25
"7731","ragtag",-0.25
"7732","raid",-0.6
"7733","railed",-0.4
"7734","rainfall",0.1
"7735","rainy",-0.25
"7736","ram",-0.25
"7737","rambling",-0.1
"7738","rampage",-0.5
"7739","rampant",-0.8
"7740","ramshackle",-1
"7741","rancid",-0.5
"7742","rancor",-1
"7743","randomly",-0.25
